user_id,date,group,purchase,price
874669,2021-01-19,A,0,0
662835,2021-01-19,A,0,0
689445,2021-01-05,B,0,0
631625,2021-01-05,A,0,0
916276,2021-01-08,A,1,60000
810925,2021-01-16,B,0,0
678160,2021-01-18,B,1,100000
686917,2021-01-14,A,0,0
714092,2021-01-04,B,0,0
738189,2021-01-07,B,0,0
792608,2021-01-11,A,0,0
819791,2021-01-21,B,0,0
836391,2021-01-14,B,0,0
923958,2021-01-02,A,0,0
701936,2021-01-09,B,0,0
630374,2021-01-07,B,0,0
913777,2021-01-11,B,0,0
862691,2021-01-07,A,1,100000
939335,2021-01-23,B,0,0
697626,2021-01-13,B,0,0
911150,2021-01-08,B,0,0
900137,2021-01-08,B,0,0
897941,2021-01-05,A,1,150000
840818,2021-01-13,A,0,0
908396,2021-01-15,B,0,0
716162,2021-01-20,B,1,10000
633828,2021-01-13,A,0,0
839629,2021-01-15,B,0,0
648580,2021-01-06,A,0,0
859483,2021-01-06,B,1,10000
636597,2021-01-13,B,0,0
656468,2021-01-18,B,1,10000
724109,2021-01-19,A,1,150000
799741,2021-01-15,A,0,0
755586,2021-01-10,A,0,0
824645,2021-01-11,B,0,0
827170,2021-01-07,B,0,0
841403,2021-01-22,B,0,0
866989,2021-01-09,B,0,0
718691,2021-01-22,B,0,0
790624,2021-01-09,B,0,0
810175,2021-01-23,A,0,0
720371,2021-01-11,B,0,0
786598,2021-01-17,A,0,0
853881,2021-01-04,A,0,0
807785,2021-01-17,A,1,200000
793245,2021-01-08,A,0,0
631705,2021-01-05,A,0,0
755245,2021-01-14,B,0,0
939188,2021-01-19,A,1,60000
817695,2021-01-02,A,0,0
814201,2021-01-21,A,0,0
668672,2021-01-08,B,0,0
883848,2021-01-06,B,0,0
817234,2021-01-16,A,0,0
678020,2021-01-17,B,0,0
701757,2021-01-13,B,0,0
928902,2021-01-13,A,0,0
699302,2021-01-10,A,0,0
847598,2021-01-14,A,0,0
810446,2021-01-16,A,0,0
746573,2021-01-23,B,0,0
872680,2021-01-17,B,0,0
674349,2021-01-19,B,0,0
785566,2021-01-06,A,0,0
773693,2021-01-23,A,1,60000
920783,2021-01-09,A,0,0
649489,2021-01-19,B,0,0
769941,2021-01-19,B,0,0
670510,2021-01-23,A,0,0
800450,2021-01-14,A,0,0
900119,2021-01-15,B,0,0
786820,2021-01-20,B,0,0
882195,2021-01-12,B,0,0
746858,2021-01-20,B,1,10000
733451,2021-01-07,A,0,0
836142,2021-01-18,B,0,0
680519,2021-01-10,B,1,60000
810338,2021-01-12,B,1,100000
733976,2021-01-11,A,0,0
673630,2021-01-15,B,0,0
803931,2021-01-07,A,0,0
740613,2021-01-04,B,0,0
945850,2021-01-19,A,0,0
925680,2021-01-21,A,0,0
704650,2021-01-04,B,0,0
731709,2021-01-15,A,0,0
780678,2021-01-03,A,0,0
662317,2021-01-13,B,0,0
881659,2021-01-20,A,0,0
668166,2021-01-22,A,0,0
921060,2021-01-18,B,0,0
662210,2021-01-08,B,1,60000
767076,2021-01-16,B,0,0
861241,2021-01-16,A,1,60000
649981,2021-01-12,A,1,60000
899373,2021-01-08,A,0,0
675886,2021-01-14,A,0,0
849495,2021-01-22,B,0,0
888264,2021-01-14,B,0,0
853744,2021-01-07,A,1,10000
741507,2021-01-15,B,0,0
663896,2021-01-06,B,0,0
827988,2021-01-16,A,0,0
775056,2021-01-19,A,0,0
828709,2021-01-23,B,0,0
719330,2021-01-04,B,0,0
664992,2021-01-22,B,0,0
670052,2021-01-07,A,0,0
730376,2021-01-11,A,0,0
730619,2021-01-22,A,0,0
784585,2021-01-10,A,0,0
631523,2021-01-15,A,0,0
768076,2021-01-18,A,0,0
686390,2021-01-20,A,0,0
784557,2021-01-04,B,0,0
801513,2021-01-13,A,0,0
734839,2021-01-13,A,0,0
917943,2021-01-07,A,0,0
788526,2021-01-13,A,0,0
787369,2021-01-17,A,0,0
917603,2021-01-08,B,1,150000
798838,2021-01-18,A,0,0
839049,2021-01-17,B,1,10000
744355,2021-01-07,A,0,0
797845,2021-01-23,A,1,60000
641359,2021-01-09,A,0,0
908149,2021-01-02,A,0,0
723386,2021-01-22,A,1,100000
764241,2021-01-05,B,1,100000
724157,2021-01-10,A,0,0
714468,2021-01-24,A,0,0
645900,2021-01-12,B,0,0
779644,2021-01-21,A,0,0
873853,2021-01-08,B,0,0
678446,2021-01-04,A,0,0
736807,2021-01-20,B,1,60000
767989,2021-01-03,A,0,0
860788,2021-01-06,A,0,0
790494,2021-01-06,A,0,0
897464,2021-01-06,A,0,0
701308,2021-01-13,A,0,0
753749,2021-01-06,A,0,0
900536,2021-01-05,A,0,0
844006,2021-01-19,B,0,0
827871,2021-01-06,A,1,10000
690462,2021-01-07,A,0,0
857184,2021-01-20,B,0,0
799446,2021-01-12,A,0,0
926034,2021-01-13,A,0,0
862270,2021-01-12,A,0,0
731890,2021-01-08,B,0,0
674218,2021-01-23,A,0,0
754809,2021-01-11,B,0,0
888567,2021-01-09,B,0,0
736792,2021-01-23,B,0,0
868101,2021-01-20,B,0,0
655065,2021-01-21,B,0,0
903822,2021-01-13,B,0,0
848505,2021-01-15,A,0,0
695154,2021-01-22,B,0,0
660003,2021-01-04,B,0,0
844932,2021-01-17,B,0,0
733359,2021-01-12,B,0,0
920908,2021-01-15,B,1,10000
775945,2021-01-09,A,0,0
686623,2021-01-09,B,0,0
726159,2021-01-23,A,0,0
666345,2021-01-13,B,0,0
942535,2021-01-13,B,0,0
839955,2021-01-03,B,0,0
818393,2021-01-19,A,0,0
918711,2021-01-20,B,0,0
655398,2021-01-13,B,0,0
873657,2021-01-15,B,0,0
785130,2021-01-13,A,0,0
875054,2021-01-22,A,0,0
839187,2021-01-06,B,0,0
757156,2021-01-17,A,0,0
671329,2021-01-07,B,0,0
919729,2021-01-20,B,0,0
751936,2021-01-10,B,0,0
757090,2021-01-15,B,0,0
685788,2021-01-05,B,0,0
693328,2021-01-13,B,0,0
917567,2021-01-05,B,0,0
792577,2021-01-07,A,1,10000
647872,2021-01-23,A,1,10000
935625,2021-01-11,A,0,0
756055,2021-01-16,B,0,0
804331,2021-01-14,A,0,0
716968,2021-01-10,A,0,0
876541,2021-01-07,B,0,0
724603,2021-01-14,B,0,0
817110,2021-01-11,B,1,10000
698765,2021-01-14,B,0,0
856078,2021-01-12,B,0,0
648312,2021-01-18,B,1,200000
826183,2021-01-14,B,0,0
757878,2021-01-23,B,1,10000
678179,2021-01-08,A,0,0
646145,2021-01-19,A,0,0
651226,2021-01-07,A,0,0
822861,2021-01-10,A,0,0
930106,2021-01-09,B,0,0
718282,2021-01-07,B,0,0
730749,2021-01-15,B,0,0
941594,2021-01-15,B,0,0
675431,2021-01-07,A,0,0
682689,2021-01-04,A,0,0
848404,2021-01-09,A,0,0
668246,2021-01-03,B,1,10000
763692,2021-01-21,A,0,0
679452,2021-01-19,B,0,0
786347,2021-01-15,A,0,0
641598,2021-01-19,B,0,0
712462,2021-01-14,A,0,0
689991,2021-01-19,A,1,150000
884576,2021-01-18,B,0,0
703625,2021-01-24,B,0,0
779677,2021-01-14,B,0,0
933255,2021-01-14,B,0,0
808004,2021-01-10,B,0,0
828056,2021-01-05,B,0,0
915326,2021-01-24,A,1,10000
823519,2021-01-19,A,0,0
786185,2021-01-11,A,0,0
931120,2021-01-06,B,1,150000
767880,2021-01-02,A,0,0
829119,2021-01-03,A,0,0
733432,2021-01-20,B,0,0
851848,2021-01-09,B,1,100000
836662,2021-01-18,B,0,0
770453,2021-01-04,B,0,0
676481,2021-01-23,B,1,200000
695994,2021-01-23,B,0,0
690689,2021-01-13,B,0,0
717394,2021-01-10,B,0,0
863758,2021-01-12,A,0,0
658191,2021-01-18,A,0,0
681900,2021-01-07,B,0,0
842305,2021-01-10,B,0,0
901538,2021-01-22,A,0,0
902956,2021-01-17,B,0,0
790571,2021-01-19,A,0,0
899835,2021-01-14,A,0,0
878528,2021-01-15,B,0,0
646672,2021-01-03,B,0,0
823486,2021-01-23,B,0,0
871653,2021-01-11,B,0,0
677869,2021-01-15,A,0,0
749330,2021-01-05,B,0,0
706373,2021-01-13,A,0,0
789959,2021-01-16,A,0,0
851159,2021-01-19,B,1,100000
740199,2021-01-20,B,0,0
740898,2021-01-11,A,0,0
847007,2021-01-19,B,0,0
878131,2021-01-23,A,0,0
701434,2021-01-06,A,0,0
762432,2021-01-02,B,0,0
683162,2021-01-23,B,0,0
797640,2021-01-08,B,0,0
817677,2021-01-21,B,0,0
816993,2021-01-20,B,1,100000
694096,2021-01-22,B,1,60000
795159,2021-01-18,B,1,100000
679162,2021-01-03,B,0,0
750549,2021-01-22,B,0,0
743060,2021-01-14,B,0,0
754106,2021-01-14,A,0,0
841818,2021-01-11,B,0,0
817544,2021-01-12,A,0,0
695895,2021-01-19,B,0,0
791715,2021-01-07,A,0,0
708223,2021-01-13,B,0,0
742784,2021-01-09,A,0,0
778140,2021-01-03,B,0,0
735393,2021-01-13,B,0,0
888398,2021-01-17,A,0,0
797344,2021-01-12,A,0,0
821526,2021-01-17,B,1,150000
804659,2021-01-18,A,0,0
796805,2021-01-17,B,0,0
899990,2021-01-13,B,0,0
930788,2021-01-07,B,0,0
642619,2021-01-14,B,0,0
818071,2021-01-13,A,0,0
641850,2021-01-19,A,0,0
884712,2021-01-18,B,0,0
807161,2021-01-15,A,1,10000
852362,2021-01-09,A,0,0
735587,2021-01-06,B,0,0
785240,2021-01-18,A,0,0
944648,2021-01-11,A,0,0
864258,2021-01-13,A,1,60000
863716,2021-01-18,B,0,0
930565,2021-01-10,A,0,0
764113,2021-01-17,B,0,0
825243,2021-01-10,A,0,0
713968,2021-01-24,B,0,0
850438,2021-01-20,A,0,0
690434,2021-01-05,A,0,0
901447,2021-01-19,A,0,0
664031,2021-01-06,B,0,0
913339,2021-01-24,A,0,0
685855,2021-01-18,B,0,0
674194,2021-01-12,A,0,0
720815,2021-01-23,A,0,0
892459,2021-01-20,A,0,0
939177,2021-01-20,A,0,0
831672,2021-01-02,B,1,200000
804093,2021-01-11,A,1,10000
671614,2021-01-10,B,0,0
840399,2021-01-12,A,0,0
837996,2021-01-15,B,0,0
844817,2021-01-20,A,0,0
867227,2021-01-06,A,1,60000
790335,2021-01-10,A,0,0
735203,2021-01-23,B,0,0
697226,2021-01-14,B,0,0
732918,2021-01-08,A,0,0
862903,2021-01-14,B,0,0
726011,2021-01-14,A,0,0
641897,2021-01-14,A,1,10000
797895,2021-01-17,A,0,0
752367,2021-01-07,A,0,0
898138,2021-01-15,B,0,0
815285,2021-01-17,A,0,0
808613,2021-01-10,A,0,0
640089,2021-01-18,B,0,0
719840,2021-01-24,B,0,0
929551,2021-01-10,B,0,0
864453,2021-01-19,B,1,10000
844747,2021-01-04,A,1,100000
655595,2021-01-09,A,1,10000
915664,2021-01-03,B,0,0
937654,2021-01-06,A,0,0
659018,2021-01-20,B,0,0
678855,2021-01-12,A,1,150000
713907,2021-01-21,A,0,0
877725,2021-01-16,B,0,0
730577,2021-01-02,A,0,0
763960,2021-01-22,B,0,0
931667,2021-01-12,A,0,0
869321,2021-01-15,A,0,0
732212,2021-01-07,B,0,0
712277,2021-01-17,A,0,0
834658,2021-01-04,A,0,0
827765,2021-01-07,B,0,0
923289,2021-01-02,A,0,0
673628,2021-01-07,A,0,0
709021,2021-01-22,B,0,0
836147,2021-01-19,A,0,0
727739,2021-01-04,A,0,0
811078,2021-01-16,B,0,0
733279,2021-01-02,A,0,0
764691,2021-01-12,B,0,0
777806,2021-01-17,A,1,60000
659571,2021-01-23,A,1,60000
776022,2021-01-13,A,0,0
778189,2021-01-04,B,0,0
838741,2021-01-16,B,0,0
919980,2021-01-20,B,0,0
643194,2021-01-07,A,0,0
772107,2021-01-14,A,0,0
913497,2021-01-19,A,1,150000
714175,2021-01-12,B,0,0
732602,2021-01-24,A,0,0
840454,2021-01-08,B,0,0
945043,2021-01-05,B,0,0
735241,2021-01-11,A,1,200000
706363,2021-01-04,A,0,0
734203,2021-01-19,B,0,0
661674,2021-01-14,B,0,0
715337,2021-01-13,A,0,0
765973,2021-01-06,B,0,0
783263,2021-01-11,B,0,0
808589,2021-01-23,A,0,0
820354,2021-01-16,A,0,0
684681,2021-01-13,A,0,0
823585,2021-01-06,B,0,0
740343,2021-01-22,B,0,0
733434,2021-01-17,A,1,60000
794558,2021-01-16,B,0,0
674822,2021-01-20,B,0,0
898014,2021-01-03,A,0,0
900958,2021-01-04,A,1,10000
744430,2021-01-17,B,0,0
926454,2021-01-16,A,0,0
852254,2021-01-22,B,0,0
921982,2021-01-23,A,0,0
838419,2021-01-11,A,0,0
772083,2021-01-15,A,0,0
888918,2021-01-11,A,0,0
800526,2021-01-17,A,0,0
930981,2021-01-21,B,1,100000
846308,2021-01-18,A,0,0
904555,2021-01-09,B,0,0
894463,2021-01-16,B,0,0
888852,2021-01-21,B,0,0
763711,2021-01-10,B,0,0
652592,2021-01-21,B,0,0
733260,2021-01-12,A,1,10000
752913,2021-01-02,B,0,0
912425,2021-01-04,A,0,0
903546,2021-01-24,A,1,10000
832861,2021-01-16,B,1,100000
832425,2021-01-09,A,1,150000
920035,2021-01-19,B,0,0
939883,2021-01-09,B,0,0
871237,2021-01-03,A,0,0
917112,2021-01-11,A,0,0
866477,2021-01-11,B,0,0
661249,2021-01-11,A,0,0
635634,2021-01-18,B,0,0
673153,2021-01-02,A,1,10000
670161,2021-01-09,A,0,0
696211,2021-01-10,B,0,0
667213,2021-01-05,B,0,0
911626,2021-01-24,B,0,0
663583,2021-01-17,B,0,0
698397,2021-01-11,B,0,0
855839,2021-01-11,B,0,0
660142,2021-01-16,A,1,10000
878195,2021-01-06,A,0,0
875816,2021-01-09,A,0,0
738099,2021-01-17,A,0,0
678368,2021-01-18,A,0,0
940842,2021-01-03,A,0,0
715750,2021-01-21,B,1,10000
693846,2021-01-05,B,0,0
847729,2021-01-07,B,0,0
794730,2021-01-08,A,0,0
924843,2021-01-14,B,0,0
667271,2021-01-12,A,0,0
861792,2021-01-19,A,0,0
905045,2021-01-06,B,1,100000
934287,2021-01-13,B,0,0
804015,2021-01-15,A,0,0
867032,2021-01-12,A,0,0
705723,2021-01-04,B,1,10000
834185,2021-01-02,B,0,0
919879,2021-01-08,A,0,0
683154,2021-01-13,B,0,0
925707,2021-01-04,B,0,0
763879,2021-01-04,A,0,0
698672,2021-01-21,A,0,0
665736,2021-01-18,B,0,0
649841,2021-01-09,A,0,0
703888,2021-01-11,B,0,0
912559,2021-01-08,B,0,0
815085,2021-01-16,B,0,0
861126,2021-01-04,B,0,0
632433,2021-01-17,B,0,0
898866,2021-01-23,A,0,0
764268,2021-01-02,B,0,0
644505,2021-01-17,A,0,0
633083,2021-01-13,A,0,0
707238,2021-01-23,A,0,0
737623,2021-01-16,B,0,0
921128,2021-01-22,B,0,0
932857,2021-01-06,B,0,0
829342,2021-01-19,B,0,0
657143,2021-01-23,B,0,0
663114,2021-01-19,B,0,0
729555,2021-01-05,B,0,0
679483,2021-01-02,A,0,0
855754,2021-01-13,B,0,0
757742,2021-01-09,A,0,0
798361,2021-01-12,A,0,0
839715,2021-01-13,A,0,0
881312,2021-01-07,A,0,0
743342,2021-01-08,B,0,0
730854,2021-01-03,A,0,0
761377,2021-01-21,B,0,0
669634,2021-01-21,B,0,0
634985,2021-01-05,A,0,0
839364,2021-01-13,B,1,100000
806008,2021-01-17,B,0,0
846132,2021-01-20,A,0,0
817575,2021-01-04,B,1,150000
737011,2021-01-17,B,0,0
898889,2021-01-17,A,0,0
762827,2021-01-20,B,1,100000
690170,2021-01-04,B,1,10000
769655,2021-01-07,B,0,0
748283,2021-01-14,B,0,0
829267,2021-01-19,A,0,0
822743,2021-01-03,B,0,0
847020,2021-01-21,B,1,100000
648008,2021-01-14,A,1,60000
753391,2021-01-24,B,0,0
823319,2021-01-20,B,0,0
726766,2021-01-16,B,0,0
834751,2021-01-12,B,0,0
841133,2021-01-19,B,0,0
824129,2021-01-13,B,0,0
735253,2021-01-19,B,0,0
864475,2021-01-22,B,0,0
895583,2021-01-23,B,1,60000
674342,2021-01-17,A,0,0
717285,2021-01-14,A,0,0
911270,2021-01-11,A,0,0
905326,2021-01-03,A,0,0
863567,2021-01-09,B,0,0
889274,2021-01-22,B,0,0
868282,2021-01-17,B,0,0
852748,2021-01-16,A,0,0
942833,2021-01-03,B,0,0
945913,2021-01-04,A,0,0
938605,2021-01-05,A,0,0
681140,2021-01-23,A,0,0
868955,2021-01-11,A,0,0
803379,2021-01-18,B,0,0
757710,2021-01-23,B,0,0
795330,2021-01-07,B,0,0
883673,2021-01-03,B,0,0
718349,2021-01-07,A,0,0
880150,2021-01-06,A,0,0
710694,2021-01-09,B,0,0
710655,2021-01-09,A,0,0
889418,2021-01-24,A,0,0
716056,2021-01-15,A,0,0
666385,2021-01-23,B,0,0
722924,2021-01-12,B,0,0
918715,2021-01-08,A,0,0
877751,2021-01-19,A,0,0
692998,2021-01-20,A,0,0
892242,2021-01-16,B,0,0
795302,2021-01-10,A,0,0
654594,2021-01-10,B,0,0
875112,2021-01-16,B,0,0
708305,2021-01-05,A,0,0
836170,2021-01-22,B,0,0
739657,2021-01-19,B,0,0
720795,2021-01-08,B,0,0
827500,2021-01-06,B,0,0
695790,2021-01-16,B,0,0
900320,2021-01-10,A,0,0
739874,2021-01-14,B,0,0
763297,2021-01-10,A,0,0
859503,2021-01-24,A,0,0
846844,2021-01-21,A,1,150000
752554,2021-01-17,B,0,0
725498,2021-01-21,B,0,0
860734,2021-01-03,B,0,0
833593,2021-01-13,B,0,0
915537,2021-01-17,B,0,0
859195,2021-01-23,A,0,0
800609,2021-01-21,A,0,0
765376,2021-01-23,A,0,0
748761,2021-01-10,B,0,0
811847,2021-01-19,B,0,0
725787,2021-01-06,A,1,10000
635658,2021-01-12,B,0,0
801651,2021-01-17,B,0,0
878564,2021-01-19,B,0,0
742108,2021-01-06,A,0,0
850206,2021-01-17,A,0,0
694078,2021-01-11,A,1,60000
851399,2021-01-13,A,0,0
671767,2021-01-03,B,0,0
700736,2021-01-03,B,0,0
864485,2021-01-08,A,0,0
650917,2021-01-09,B,1,150000
735565,2021-01-23,A,0,0
743217,2021-01-04,B,0,0
867081,2021-01-22,B,1,10000
831334,2021-01-11,B,0,0
854779,2021-01-20,A,0,0
801868,2021-01-08,A,0,0
671844,2021-01-23,A,0,0
708346,2021-01-09,A,0,0
792671,2021-01-15,B,0,0
753592,2021-01-11,A,0,0
665641,2021-01-06,B,0,0
760220,2021-01-08,A,0,0
777585,2021-01-18,B,1,10000
884476,2021-01-17,A,0,0
799781,2021-01-16,A,0,0
697061,2021-01-19,B,0,0
647875,2021-01-14,B,0,0
787813,2021-01-11,A,0,0
759775,2021-01-10,A,1,60000
843552,2021-01-03,B,0,0
680729,2021-01-22,A,0,0
690701,2021-01-13,A,1,10000
744314,2021-01-13,A,0,0
882259,2021-01-17,B,0,0
929291,2021-01-03,B,0,0
877391,2021-01-04,B,0,0
646066,2021-01-04,B,1,100000
654955,2021-01-24,A,0,0
676019,2021-01-18,B,0,0
652226,2021-01-12,A,0,0
858032,2021-01-07,A,0,0
721686,2021-01-05,A,0,0
910698,2021-01-12,B,0,0
677203,2021-01-23,B,1,150000
675370,2021-01-24,B,0,0
714570,2021-01-03,A,0,0
727214,2021-01-15,B,0,0
787643,2021-01-21,A,0,0
935227,2021-01-18,A,0,0
750542,2021-01-06,A,0,0
906968,2021-01-11,B,0,0
911667,2021-01-12,B,1,10000
866414,2021-01-15,B,0,0
750650,2021-01-10,A,0,0
922150,2021-01-10,B,0,0
858175,2021-01-10,A,0,0
891768,2021-01-23,B,1,10000
864223,2021-01-03,B,0,0
846537,2021-01-15,B,0,0
820951,2021-01-04,B,0,0
852450,2021-01-08,A,0,0
637191,2021-01-15,B,0,0
861934,2021-01-03,A,1,10000
766529,2021-01-24,A,1,200000
777749,2021-01-09,A,0,0
652200,2021-01-13,B,1,100000
680013,2021-01-21,A,0,0
824497,2021-01-20,A,1,10000
847262,2021-01-14,A,0,0
912080,2021-01-24,B,0,0
768804,2021-01-10,A,0,0
798121,2021-01-13,B,0,0
751355,2021-01-24,A,0,0
745382,2021-01-10,B,0,0
749347,2021-01-11,A,0,0
832625,2021-01-12,B,0,0
891252,2021-01-18,B,0,0
672851,2021-01-10,B,0,0
674368,2021-01-09,A,0,0
692758,2021-01-17,B,0,0
707392,2021-01-17,A,0,0
697786,2021-01-05,B,0,0
842627,2021-01-17,B,0,0
815198,2021-01-15,A,0,0
784122,2021-01-02,A,1,60000
770983,2021-01-13,B,0,0
936067,2021-01-04,B,0,0
686942,2021-01-16,B,0,0
693095,2021-01-10,A,0,0
856272,2021-01-20,A,0,0
753245,2021-01-18,B,0,0
805301,2021-01-11,B,1,100000
709757,2021-01-20,B,0,0
875890,2021-01-06,B,0,0
806355,2021-01-10,B,1,150000
829235,2021-01-16,A,0,0
921111,2021-01-08,B,1,60000
806246,2021-01-04,A,1,150000
785569,2021-01-07,B,0,0
878403,2021-01-21,A,0,0
913989,2021-01-24,B,0,0
899445,2021-01-04,B,0,0
843739,2021-01-18,A,0,0
796783,2021-01-14,A,0,0
632109,2021-01-11,B,1,100000
881867,2021-01-16,A,0,0
826709,2021-01-10,A,0,0
790156,2021-01-20,B,0,0
643642,2021-01-03,A,0,0
787869,2021-01-05,B,0,0
693199,2021-01-02,B,0,0
924514,2021-01-19,B,0,0
863740,2021-01-20,A,1,10000
919791,2021-01-08,B,0,0
734012,2021-01-18,B,0,0
717740,2021-01-08,A,0,0
653384,2021-01-23,A,0,0
691850,2021-01-20,B,0,0
779047,2021-01-19,A,0,0
852808,2021-01-19,B,0,0
893946,2021-01-19,A,0,0
688563,2021-01-07,A,0,0
685967,2021-01-16,A,0,0
695261,2021-01-04,B,1,100000
698482,2021-01-20,A,0,0
667398,2021-01-22,B,0,0
873670,2021-01-12,B,0,0
723460,2021-01-17,B,0,0
764407,2021-01-21,B,0,0
637639,2021-01-11,A,1,10000
868358,2021-01-12,A,0,0
843596,2021-01-16,A,0,0
839554,2021-01-22,B,0,0
793580,2021-01-08,A,1,60000
637949,2021-01-16,B,0,0
635607,2021-01-10,B,0,0
637965,2021-01-03,B,0,0
659361,2021-01-16,B,0,0
638086,2021-01-19,A,0,0
662672,2021-01-17,B,0,0
811614,2021-01-10,A,0,0
684483,2021-01-13,B,0,0
709265,2021-01-11,A,0,0
650897,2021-01-06,B,0,0
655498,2021-01-11,A,0,0
850824,2021-01-17,A,0,0
691880,2021-01-16,A,0,0
919701,2021-01-11,A,0,0
